"","ds","dep_var","trend","season","weekday","holiday","bounce_rate","session_duration","pages_per_session","conversion_rate","tv_spend","digital_spend","social_spend","search_spend","radio_spend","nps_score","intercept","depVarHat","solID","cluster","top_sol"
"1",2022-01-02,69178.37,53342.8666358358,-1695.57055240957,4590.87823996014,-2348.32390375673,-9585.13147870351,7303.53474816727,11665.3628226628,1711.90328665829,148.418461858603,274.56840917916,144.491204118522,6.4335523384569,62.0584891533458,3430.94041710987,0,69052.4303321725,"1_12_4",4,FALSE
"2",2022-01-09,71005.51,53342.5339521299,-1476.43152005902,4590.87823996014,0,-7249.99593309736,5526.10402010803,9766.88220642556,638.769883081453,150.310923492696,584.101009174992,192.279218378398,15.0563304361577,91.2992411305732,6712.84535375754,0,72884.6329249191,"1_12_4",4,FALSE
"3",2022-01-16,73280.02,53342.201268424,-1296.74355991007,4590.87823996014,0,-6428.54508899085,7877.92255283351,8577.47266372268,2190.98069896938,136.495167257787,598.702351893287,152.970582631261,6.77874069418961,82.0707411950727,5438.88568172412,0,75270.0700404045,"1_12_4",4,FALSE
"4",2022-01-23,68860.09,53341.8685847181,-804.74129608286,4590.87823996014,0,-7583.80648210693,6504.32521382184,7182.20377709046,2190.98069896938,132.246111770972,1048.3199306068,251.463771877954,11.4071995220388,255.384181502922,5785.35943026473,0,72905.8893619156,"1_12_4",4,FALSE
"5",2022-01-30,73977.26,53341.5359020763,-209.717300883798,4590.87823996014,0,-6980.79387744448,7682.348791122,8120.0074549908,1641.63859951933,700.978491445735,959.195796549132,87.4877397905578,19.518543587143,131.790222465924,6927.56934905113,0,77012.4379522299,"1_12_4",4,FALSE
"6",2022-02-06,77751.71,53341.2032194345,88.1476841397647,4590.87823996014,0,-8409.87221859607,6063.84376852564,8371.61331979333,2318.73467558567,559.083632261506,557.022912514289,170.645915026507,14.4999999897916,693.454982815441,8002.58179913586,0,76361.8379305864,"1_12_4",4,FALSE
"7",2022-02-13,84382.98,53340.8705367927,19.1250515934822,4590.87823996014,0,-5148.681601544,8199.65020047786,8829.07852852521,1386.13064628675,198.328411165226,330.364613717855,266.032452369801,8.43623007692905,731.413939892348,8573.25650805023,0,81324.8837573645,"1_12_4",4,FALSE
"8",2022-02-20,71852.82,53340.5378541508,-171.014427071767,4590.87823996014,0,-7137.70021845358,6908.51098802563,6038.54075526077,1552.21081588793,318.657521724184,652.12144503678,246.657454650354,10.6151980810795,651.967810287741,4608.51722896843,0,71610.5006665085,"1_12_4",4,FALSE
"9",2022-02-27,80762.18,53340.2051696044,-296.059422668454,4590.87823996014,0,-7425.36184363695,9419.25522621398,9217.92395594731,2254.85768727753,278.957229922799,559.995900989239,209.224298611576,5.65833044633937,996.991698988123,6523.97672332284,0,79676.5031949789,"1_12_4",4,FALSE
"10",2022-03-06,76240.37,53339.8724850579,-311.088035413325,4590.87823996014,0,-6693.13225226111,5822.10755134708,6015.66749482417,1692.74019016585,38.794414320369,806.171049884817,206.666293432635,8.17480986459098,343.791522339024,8197.74038878875,0,74058.3841523109,"1_12_4",4,FALSE
"11",2022-03-13,77611.45,53339.5398005115,-12.9901243689575,4590.87823996014,-446.564743071218,-6423.93019660823,6631.18387006714,10979.165009565,2012.12513170658,34.659833518526,818.23455283264,284.351050829814,7.29598158168983,137.807231090416,4263.62276866021,0,76215.3784062753,"1_12_4",4,FALSE
"12",2022-03-20,71048.2,53339.2071145149,1003.77945037497,4590.87823996014,0,-6476.23231027793,4888.99165763161,6587.49900573902,1756.617178474,178.795639583135,670.226341055492,440.821908674681,10.1511854824304,422.10340694923,6544.42586263431,0,73957.264680796,"1_12_4",4,FALSE
"13",2022-03-27,78808.94,53338.8744285183,2776.45493084241,4590.87823996014,0,-7137.70021845358,5596.93343651166,8554.59940328609,1833.26956444377,670.185793984559,419.930968306152,164.613377524064,6.41317058661197,230.445957795059,6455.62621805897,0,77500.5252713642,"1_12_4",4,FALSE
"14",2022-04-03,85742.3,53338.5417425217,4440.94876549561,4590.87823996014,0,-4694.88385058628,7215.08607395179,9835.50198773534,1858.82035976703,267.271722572925,211.018727032383,440.82822189164,10.3634857455094,166.596370971146,6985.11094715161,0,84666.0827942105,"1_12_4",4,FALSE
"15",2022-04-10,75315.84,53338.2090555779,4684.71365138785,4590.87823996014,-3937.90733194069,-8109.90421372571,7934.65656298766,7548.17594407596,1679.96479250422,125.510379974296,516.766868118484,159.873167358812,6.41593696626888,68.9971269268525,5428.73421609302,0,74035.084396265,"1_12_4",4,FALSE
"16",2022-04-17,84537.54,53337.876368634,3048.16000938261,4590.87823996014,-361.424804961998,-6331.63234895581,10522.2207652357,8623.21918459587,2197.3683978002,185.817374398539,285.008143482235,9.16340616565625,13.957273807093,55.7785110128012,4083.18256253642,0,80259.5730830935,"1_12_4",4,FALSE
"17",2022-04-24,71943.57,53337.5436816902,691.285356622223,4590.87823996014,0,-7079.24491494039,6206.5597568016,10636.0661030161,1724.67868431992,100.986284717467,262.471803801367,93.3466239345517,7.67811743153833,624.540650692999,3011.92015372232,0,74208.7105417701,"1_12_4",4,FALSE
"18",2022-05-01,78543.3,53337.210991241,-463.689627803512,4590.87823996014,3123.46191258915,-7374.59802742812,5027.47902403273,9034.93787245455,2050.45132469146,113.019262536085,518.734794534856,249.442933658605,1.59374575907053,705.542196341459,7231.2586046941,0,78145.7232472615,"1_12_4",4,FALSE
"19",2022-05-08,80259.81,53336.8783007917,459.281902640779,4590.87823996014,0,-6274.71534290349,7404.66928800727,8646.09244503246,1673.57709367341,158.384200863088,587.084591610423,427.059345637133,2.36950948755337,609.365435201577,7909.67169899611,0,79530.5967089982,"1_12_4",4,FALSE
"20",2022-05-15,72252.78,53336.5456103424,2427.9896491805,4590.87823996014,0,-6760.81734053955,4753.32337248037,4917.75099386767,1258.37666967046,58.5069915314362,329.423235359763,135.517474251977,7.0297381368501,336.765075462507,7084.25995549064,0,72475.5496651952,"1_12_4",4,FALSE
"21",2022-05-22,84249.56,53336.2129198932,3586.69425719254,4590.87823996014,0,-4417.99030762903,7138.26610989213,6290.1466200633,2510.36564051011,332.403064037379,858.098153867743,277.778195592526,20.8188617783564,395.500556969,5805.51723731861,0,80724.689549446,"1_12_4",4,FALSE
"22",2022-05-29,70738.34,53335.8802289488,3152.39060854765,4590.87823996014,-5104.93221635855,-7823.78088600322,5634.99103338525,9926.99502948171,2299.57157909323,76.7609456910582,1003.41295300303,47.9278598285184,16.6169437813881,964.168262990991,3830.3526162586,0,71951.2331986086,"1_12_4",4,FALSE
"23",2022-06-05,78129.47,53335.5475380045,2062.2216219682,4590.87823996014,0,-8251.42758012608,6641.05065444178,9057.81113289115,3213.01251189971,30.6633618726551,910.390858828601,420.960022570851,3.15854626802649,468.630460965998,6816.6621506917,0,79299.5595202372,"1_12_4",4,FALSE
"24",2022-06-12,82177.54,53335.2148470601,1720.15309959879,4590.87823996014,0,-4828.71572968229,7880.74163408341,9332.29025813028,1507.49692407223,152.886011156093,870.72181150959,389.300952898078,1.61137981107619,411.649109912412,4893.17081197697,0,80257.3993504869,"1_12_4",4,FALSE
"25",2022-06-19,77435.42,53334.88215232,2331.95392335844,4590.87823996014,0,-6422.39189914735,6186.82618805233,9172.17743507412,1935.4727457368,359.822605502311,855.22375116837,166.636789251613,15.2677786736626,1443.39931583467,5160.51523535934,0,79130.6642611445,"1_12_4",4,FALSE
"26",2022-06-26,82774.32,53334.5494575799,2722.25762416977,4590.87823996014,0,-5408.65387243164,7658.03421534165,10361.586977777,1980.1866375525,273.930755111751,974.377395743783,387.949268106506,13.9012808947417,1247.69210844012,5394.6673061503,0,83531.3573943966,"1_12_4",4,FALSE
"27",2022-07-03,78727.69,53334.2167628399,1771.40315922674,4590.87823996014,0,-6703.90033448723,7573.81416300102,7525.30268363936,2548.691833495,190.462769039664,934.465257433575,218.319741677719,26.5553488684005,641.120664163333,5994.16232544078,0,78645.4926142984,"1_12_4",4,FALSE
"28",2022-07-10,70915.53,53333.8840671125,-222.810028369991,4590.87823996014,781.412855784313,-7720.71495612469,3715.19670220629,8234.37375717377,1782.16797379725,138.454448227049,560.606915970509,378.898280371082,10.799818845077,780.057063698867,5269.22431287459,0,71632.4294515268,"1_12_4",4,FALSE
"29",2022-07-17,68757.89,53333.5513713851,-1776.38950654416,4590.87823996014,0,-8137.59356802144,5072.23193887482,6130.03379700714,1443.61993576408,104.228943141766,519.946317998914,233.516617099501,4.75221651697357,274.139033882242,6301.36730522862,0,68094.2826422938,"1_12_4",4,FALSE
"30",2022-07-24,68846.97,53333.2186756578,-1706.58211087469,4590.87823996014,0,-8302.19139633491,4141.58274125301,5672.56858827527,2663.67041244966,448.499666820209,1265.28015359023,213.316456625171,7.88915691876204,300.466993052991,5525.49001229143,0,68154.087589685,"1_12_4",4,FALSE
"31",2022-07-31,68566.89,53332.8859799304,-222.089560084502,4590.87823996014,-4343.29141749563,-8534.47431292683,9164.48075825466,5009.24403561404,1884.37115509029,338.583391712281,629.027237178053,131.011740037018,5.63193271964373,585.911664298414,7203.26122995186,0,69775.4320742398,"1_12_4",4,FALSE
"32",2022-08-07,76124.32,53332.5532818591,1414.11810622637,4590.87823996014,0,-6648.52162589577,6194.22627633331,6381.63966180967,2491.20254401767,162.649617590033,487.122367751408,297.872205232322,15.166306853085,631.755665907958,7831.47823798949,0,77182.1408856347,"1_12_4",4,FALSE
"33",2022-08-14,85335.41,53332.2205837877,2061.10910219575,4590.87823996014,0,-5510.1815048493,8852.97228014119,10841.9254469455,2433.71325454034,88.1874087051114,905.693118526783,234.18328641689,7.09789244191125,769.145863348331,6826.87627987069,0,85433.821252031,"1_12_4",4,FALSE
"34",2022-08-21,75421.45,53331.8878857164,1445.30818763287,4590.87823996014,0,-6780.81520753091,4041.15297172548,5169.3568586702,2031.28822819902,287.433218254693,557.505967460302,289.231782568835,6.4659222673755,966.768624675263,7105.71684440105,0,73042.1795240007,"1_12_4",4,FALSE
"35",2022-08-28,76489.36,53331.5551938443,10.5219760693783,4590.87823996014,-1620.36192302913,-7702.2553865942,5535.61841932643,7456.68290232958,1954.63584222925,524.324713767101,794.328501825286,37.1284344324699,3.44707484346843,865.886540363374,8922.28976874593,0,74704.6802981133,"1_12_4",4,FALSE
"36",2022-09-04,70129.74,53331.2225019722,-1560.06126971523,4590.87823996014,0,-5411.73046735339,7471.27008253606,5649.69532783867,1846.0449621054,566.707103500847,691.996950774317,376.156325850307,12.4599803398838,799.504072998996,5267.21783810861,0,73631.3616489168,"1_12_4",4,FALSE
